date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:19:02	7735/7735	---M-Z	200	added ('OK')	text/html	etag:%221e37-511b6c3d1bd89%22	http://ashobiz.asia/boot-extended11/ui/ui-152.html	J:/BootExtend/A/TIMELINE%202/ashobiz.asia/boot-extended11/ui/ui-152.html	(from )
04:19:02	246/246	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Mar%202015%2022:19:08%20GMT	http://ashobiz.asia/robots.txt		(from )
04:19:05	23739/23739	---M--	200	added ('OK')	text/css	etag:%225cbb-511b6c5c808c8%22	http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css	J:/BootExtend/A/TIMELINE%202/ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css	(from http://ashobiz.asia/boot-extended11/ui/ui-152.html)
04:19:05	106065/106065	---M--	200	added ('OK')	text/css	etag:%2219e51-511b6c60b0c2a%22	http://ashobiz.asia/boot-extended11/ui/css/bootstrap.min.css	J:/BootExtend/A/TIMELINE%202/ashobiz.asia/boot-extended11/ui/css/bootstrap.min.css	(from http://ashobiz.asia/boot-extended11/ui/ui-152.html)
04:19:06	10696/10696	---M--	200	added ('OK')	text/css	etag:%2229c8-511b6c68c11be%22	http://ashobiz.asia/boot-extended11/ui/css/style-152.css	J:/BootExtend/A/TIMELINE%202/ashobiz.asia/boot-extended11/ui/css/style-152.css	(from http://ashobiz.asia/boot-extended11/ui/ui-152.html)
04:19:09	4266/4266	---M--	200	added ('OK')	application/javascript	etag:%2210aa-511b6ebdd3c5b%22	http://ashobiz.asia/boot-extended11/ui/js/placeholder.js	J:/BootExtend/A/TIMELINE%202/ashobiz.asia/boot-extended11/ui/js/placeholder.js	(from http://ashobiz.asia/boot-extended11/ui/ui-152.html)
04:19:10	4377/4377	---M--	200	added ('OK')	application/javascript	etag:%221119-511b6ebf315d3%22	http://ashobiz.asia/boot-extended11/ui/js/respond.min.js	J:/BootExtend/A/TIMELINE%202/ashobiz.asia/boot-extended11/ui/js/respond.min.js	(from http://ashobiz.asia/boot-extended11/ui/ui-152.html)
04:19:10	2636/2636	---M--	200	added ('OK')	application/javascript	etag:%22a4c-511b6eb5754d7%22	http://ashobiz.asia/boot-extended11/ui/js/html5shiv.js	J:/BootExtend/A/TIMELINE%202/ashobiz.asia/boot-extended11/ui/js/html5shiv.js	(from http://ashobiz.asia/boot-extended11/ui/ui-152.html)
04:19:11	35646/35646	---M--	200	added ('OK')	application/javascript	etag:%228b3e-511b6eb9dc32e%22	http://ashobiz.asia/boot-extended11/ui/js/bootstrap.min.js	J:/BootExtend/A/TIMELINE%202/ashobiz.asia/boot-extended11/ui/js/bootstrap.min.js	(from http://ashobiz.asia/boot-extended11/ui/ui-152.html)
04:19:16	95930/95930	---M--	200	added ('OK')	application/javascript	etag:%22176ba-511b6ec0fd4d3%22	http://ashobiz.asia/boot-extended11/ui/js/jquery.js	J:/BootExtend/A/TIMELINE%202/ashobiz.asia/boot-extended11/ui/js/jquery.js	(from http://ashobiz.asia/boot-extended11/ui/ui-152.html)
04:19:19	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-511b6c90d7490%22	http://ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfont.eot?v=4.3.0	J:/BootExtend/A/TIMELINE%202/ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfonte0a5.eot	(from http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css)
04:19:19	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-511b6c90d7490%22	http://ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfont.eot?	J:/BootExtend/A/TIMELINE%202/ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfontd41d.eot	(from http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css)
04:19:20	56780/56780	---M--	200	added ('OK')	text/plain	etag:%22ddcc-511b6c9267a7d%22	http://ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfont.woff2?v=4.3.0	J:/BootExtend/A/TIMELINE%202/ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfonte0a5.woff2	(from http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css)
