date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:20:28	7880/7880	---M-Z	200	added ('OK')	text/html	etag:%221ec8-511b6c53d6e33%22	http://ashobiz.asia/boot-extended11/ui/ui-61.html	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/ui-61.html	(from )
00:20:29	246/246	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Mar%202015%2018:20:33%20GMT	http://ashobiz.asia/robots.txt		(from )
00:20:30	23739/23739	---M--	200	added ('OK')	text/css	etag:%225cbb-511b6c5c808c8%22	http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css	(from http://ashobiz.asia/boot-extended11/ui/ui-61.html)
00:20:31	9958/9958	---M--	200	added ('OK')	text/css	etag:%2226e6-511b6c849e898%22	http://ashobiz.asia/boot-extended11/ui/css/style-61.css	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/css/style-61.css	(from http://ashobiz.asia/boot-extended11/ui/ui-61.html)
00:20:34	106065/106065	---M--	200	added ('OK')	text/css	etag:%2219e51-511b6c60b0c2a%22	http://ashobiz.asia/boot-extended11/ui/css/bootstrap.min.css	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/css/bootstrap.min.css	(from http://ashobiz.asia/boot-extended11/ui/ui-61.html)
00:20:35	4266/4266	---M--	200	added ('OK')	application/javascript	etag:%2210aa-511b6ebdd3c5b%22	http://ashobiz.asia/boot-extended11/ui/js/placeholder.js	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/js/placeholder.js	(from http://ashobiz.asia/boot-extended11/ui/ui-61.html)
00:20:36	4377/4377	---M--	200	added ('OK')	application/javascript	etag:%221119-511b6ebf315d3%22	http://ashobiz.asia/boot-extended11/ui/js/respond.min.js	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/js/respond.min.js	(from http://ashobiz.asia/boot-extended11/ui/ui-61.html)
00:20:36	2636/2636	---M--	200	added ('OK')	application/javascript	etag:%22a4c-511b6eb5754d7%22	http://ashobiz.asia/boot-extended11/ui/js/html5shiv.js	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/js/html5shiv.js	(from http://ashobiz.asia/boot-extended11/ui/ui-61.html)
00:20:38	35646/35646	---M--	200	added ('OK')	application/javascript	etag:%228b3e-511b6eb9dc32e%22	http://ashobiz.asia/boot-extended11/ui/js/bootstrap.min.js	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/js/bootstrap.min.js	(from http://ashobiz.asia/boot-extended11/ui/ui-61.html)
00:20:46	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-511b6c90d7490%22	http://ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfont.eot?v=4.3.0	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfonte0a5.eot	(from http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css)
00:20:46	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-511b6c90d7490%22	http://ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfont.eot?	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfontd41d.eot	(from http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css)
00:20:47	95930/95930	---M--	200	added ('OK')	application/javascript	etag:%22176ba-511b6ec0fd4d3%22	http://ashobiz.asia/boot-extended11/ui/js/jquery.js	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/js/jquery.js	(from http://ashobiz.asia/boot-extended11/ui/ui-61.html)
00:20:48	56780/56780	---M--	200	added ('OK')	text/plain	etag:%22ddcc-511b6c9267a7d%22	http://ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfont.woff2?v=4.3.0	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfonte0a5.woff2	(from http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css)
00:20:54	313398/313398	---M--	200	added ('OK')	image/svg+xml	etag:%224c836-511b6c96db3f1%22	http://ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfont.svg?v=4.3.0	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfonte0a5.svg	(from http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css)
00:20:59	71508/71508	---M--	200	added ('OK')	application/x-font-woff	etag:%2211754-511b6c91999c7%22	http://ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfont.woff?v=4.3.0	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfonte0a5.woff	(from http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css)
00:21:01	122092/122092	---M--	200	added ('OK')	application/x-font-ttf	etag:%221dcec-511b6c96547cd%22	http://ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfont.ttf?v=4.3.0	J:/HTTrack/Creative%20Market/boot-extended/MINI%20CHART/MINI%20CHART/ashobiz.asia/boot-extended11/ui/fonts/fontawesome-webfonte0a5.ttf	(from http://ashobiz.asia/boot-extended11/ui/css/font-awesome.min.css)
